title,company,state,location,category,type,pay,description,sourceUrl
Royal Woods Resort is in need of a reliable Handy Person 28-32 hours,Royal Woods Resort,QLD,QLD,hospitality,casual,,"We’re looking for an experienced and dedicated handyperson to join our staff at the wonderful Royal Woods Resort. Our resort consists of 40 odd self-contained villas that are used to accommodate our tenants and holiday-goers all year round.
The successful applicant will be required to helping us keep up and maintain the villas, grounds & pool area of our resort.
To be a successful applicant, we will require from you:
· Have an availability of at least 4-5 days a week, 7am – 2pm, Monday-Friday.
· A working heights certificate is highly essential.
· Should be able to clean gutters, drains and have knowledge of checking roof tiles.
· A minimum of 12 months previous experience in a similar role is essential. This role should include general proficiency in tasks such as general maintenance, gardening, carpentry, plumbing, tiling repairs, painting, etc.
· Experience in maintaining pools will be highly regarded.
· Must look presentable at all times.
· Must have your own transport.
· You must be deadline driven and have an eye for detail
Duties & responsibilities for this position include:
· Duties include facets of internal and external building maintenance relevant to a busy resort including carpentry, general plumbing, tiling repairs, painting etc.
· Daily maintenance issues for guest rooms and common areas.
· Vacuuming pools & spas , as well as cleaning public areas daily.
· Other jobs as required around the resort to ensure the grounds and villas are well kept.
We look forward to welcoming the successful candidate as the newest member of our small yet dedicated team at Royal Woods Resort.
You must meet the legal requirements to work in this country.
This role is suitable for candidates looking for regular work.
Having own transport would be beneficial
Please send your CV and a covering letter to hr@royalwoods.com.au
The application form will include answers to these questions:
1)Do you own or have regular access to a car?
2) Are you looking for a regular long term job?
3) Are you available on at least 4 mornings a week ?",
Now Hiring – FOH member at Marlowe Restaurant,Marlowe Restaurant,QLD,Brisbane,hospitality,casual,,"Seeking a motivated and proactive FOH to join our team.
About the Role:
Approximately 20–30 hours per week,
Primarily evening and weekend shifts
Opportunity to work across a busy two-level venue in South Brisbane
Supportive and professional team environment
We’re looking for someone who is:
Proactive and takes initiative
A fast learner with great attention to detail
Keen to work and eager to develop within the hospitality industry
Send me an email to jorge@marlowebne.com.au with your resume if interested.
Marlowe Team",
🍸 Bartender Wanted – Nōknōk (Cairns) 🍸,Employer (see description),QLD,Cairns,hospitality,part_time,,"We’re a 15-seat speakeasy cocktail bar looking for the right person to join our team.
Part-time role: 25–30 hours per week.
We care about:
– Good cocktails
– Good conversation
– Good energy
You’ll need solid cocktail skills, confidence with guests (you’ll be face-to-face with them all night), and strong attention to detail. Experience in quality cocktail venues is a bonus.
If this sounds like you, send your resume to info@noknokcairns.com",
Kitchen hand -Roots and Roast at North lake,North lake,QLD,QLD,hospitality,casual,,"We're on the lookout for a Kitchen Hand to join our team. This is a casual position offering 20-30 hours per week, Monday to Sunday. No evenings or no early starts
We’re looking for someone who:
Have experience in a similar role
Be able to prepare fresh sandwich
Brings a positive attitude and works well in a team
excellent customer service
Is available Monday to Sunday
Must be able to work on Saturday or Sunday
Immediate start available
If this sounds like you, please send your resume to: rootsandroastcms@gmail.com
We are located in Myer on level 2",
Farm Hand,Rosemount Turf,QLD,Sunshine Coast,farm,full_time,,"Farm Hand – Haul Out Operator (Full-Time)
📍 Location: Sunshine Coast
🕒 Monday to Friday | Full-time
🏢 Employer: Rosemount Turf
Rosemount Turf is seeking a reliable Farm Hand / Haul Out Operator to support turf harvesting operations. This role is primarily responsible for hauling out harvested turf from the paddock and assisting the harvester operator. Along with irrigation, mowing, and general farm duties when required.
This is a hands-on position suited to someone who enjoys outdoor work, operating machinery, and contributing to an efficient harvest operation.
Key Responsibilities
• Primary role: Hauling out and assisting the harvester operator.
• Assist with irrigation setup, monitoring, and maintenance
• Mowing and general turf maintenance
• Operate farm machinery and equipment safely and efficiently
• Load, move, and organise turf pallets using a forklift or loader
• General farm duties to support daily operations
Skills & Experience
• Experience operating machinery or working in agriculture, turf, or landscaping preferred
• Forklift licence advantageous (or willingness to obtain)
• Physically fit and comfortable working outdoors
• Reliable, hardworking, and safety-focused
• Ability to work both independently and within a team
What We Offer
• Stable, full-time employment
• Variety of work across harvesting and farm operations
• Training and development opportunities
• Professional and supportive work environment
How to Apply
Submit your resume and a short introduction to: info@rosemountturf.com.au",
BARISTAS,BARISTAS Good morning we,QLD,QLD,hospitality,casual,,"BARISTAS Good morning we are seeking an experienced barista with exceptional multitasking skills. Immediate start. We are located at campus shopping village so own transport is recommended.
Saturday and Sunday shifts.
Send resume to
mrsdeliciousaplayonflavours@outlook.com or phone/message me (Jasmine)
0416229478",
2x General labour,Employer (see description),QLD,Rockhampton,construction,casual,,"2x General labour
📍 Rockhampton
💲 Good Rate
⏰ Tomorrow 7am
Must have:
Full PPE
White Card
Good English
Logistic labour hire
0451 616 062",
Luc Lac Restaurant/Bar Position,Luc Lac Restaurant,QLD,QLD,hospitality,casual,,"We are currently seeking a professional and experienced Casual Bartender to join our team.
Position Requirements:
• Experience in a similar role
• Strong knowledge of classic and contemporary cocktails
• Approximately 20–28 hours per week
This is an excellent opportunity for a motivated hospitality professional to become part of a dynamic and fast-paced environment.
Please forward your resume to: kane@luclac.com.au",
2 people needed starting tomorrow,Employer (see description),QLD,QLD,farm,casual,$30.36ph,"2 persons needed this thursday and friday, 26th, 27th February 2 days work, 7.30 sharp to 4pm. hand harvesting and weeding. will count towards 88 days. $30.36ph. you need to have transport to koah 4881. pls call 0423360151 if interested.",
Crew Wanted,Employer (see description),QLD,QLD,cleaning,casual,,"We need help immediately!
If you want to experience life on a remote Tropical Island and are fit-ish, a self starter and can do anything from gardening, cleaning, building and fixing just about anything.
Message or email now!
Need 2 people, looking for an experience of a lifetime. 0491 949 009
hello@albanyisland.com.au",
🍞 WE’RE HIRING – BAKER/ BAKERS HAND/ PASTRY COOK/ APPRENTICE🥖,Wild Yeast FNQ and be part of a passionate,QLD,QLD,hospitality,full_time,,"📍 Wild Yeast FNQ – Trinity Beach
⏰ Full-time / Part-time
🗓 Immediate start available
Love working with sourdough and quality baked goods? Need a change from your current baking job? We’re looking for an experienced Baker to join our team at Wild Yeast FNQ and be part of a passionate, hardworking bakery environment.
👨‍🍳 What You’ll Be Doing:
• Mixing, shaping, and baking sourdough breads and bakery products
• Managing dough preparation and fermentation processes
• Operating bakery equipment safely and efficiently
• Maintaining cleanliness and food safety standards
• Working alongside our team to keep production running smoothly
✅ We’re Looking For Someone Who Is:
• Experienced in baking (artisan or commercial experience preferred)
• Reliable, punctual, and hard-working
• Comfortable with early morning starts
• Able to work in a fast-paced team environment
• Passionate about quality products and consistency
• Must have reliable own transport
✨ What You’ll Get:
• A supportive and welcoming team environment
• Stable hours with opportunity for growth
• Staff discounts and bakery perks
• The chance to work with quality ingredients and traditional methods
📩 Interested?
Email your resume to wildyeastfnq@mail.com
Or drop your resume in-store at:
Wild Yeast FNQ
Shop 4, 11–13 Rabaul Street
Trinity Beach QLD 4879 (before 10am)",
